iam_role_name,role_subscriber
role-6947,user-6149
role-6947,user-6341
role-6947,user-6326
role-6947,user-5993
role-6948,user-1723
role-6948,#N/A
role-6948,user-6307
role-6948,user-6336
role-6948,user-6290
role-6948,user-6243
role-6948,user-6195
role-6948,user-6177
role-6948,user-6240
role-6948,user-6118
role-6948,user-6355
role-6948,user-6125
role-6948,user-6094
role-6948,user-6036
role-6948,user-6149
role-6948,user-5958
role-6948,user-6017
role-6948,user-5916
role-6948,user-5926
role-6948,user-5909
role-6948,user-5942
role-6948,user-6059
role-6948,user-6039
role-6948,user-6083
role-6948,user-5923
role-6948,user-6096
role-6948,user-6110
role-6948,user-5992
role-6948,user-6091
role-6948,user-5847
role-6948,user-5783
role-6948,user-5986
role-6948,user-6114
role-6948,user-5633
role-6948,user-5255
role-6948,user-5420
role-6948,user-189
role-6948,user-5793
role-6948,user-1926
role-6948,user-4533
role-6948,user-5744
role-6948,user-5343
role-6948,user-1089
role-6948,user-2733
role-6948,user-591
role-6948,user-2382
role-6948,user-5006
role-6948,user-438
role-6948,user-34
role-6948,user-1148
role-6948,user-593
role-6948,user-624
role-6948,user-232
role-6948,user-3730
role-6948,user-3263
role-6948,user-794
role-6949,user-5310
role-6949,user-5058
role-6949,user-3081
role-6949,user-974
role-6949,user-2910
role-6949,user-3824
role-6949,user-331
role-6949,user-3181
role-6949,user-5322
role-6949,user-1274
role-6949,user-3844
role-6949,user-44
role-6950,user-5310
role-6950,#N/A
role-6950,user-5058
role-6950,user-3081
role-6950,user-974
role-6950,user-331
role-6950,user-3181
role-6950,user-5322
role-6950,user-1274
role-6950,user-3844
role-6950,user-44
role-6950,user-5188
role-6951,user-4463
role-6951,#N/A
role-6951,user-6343
role-6951,user-6328
role-6951,user-6117
role-6951,user-5840
role-6951,user-6217
role-6951,user-5650
role-6951,user-5912
role-6951,user-5770
role-6951,user-1960
role-6951,user-3301
role-6951,user-3730
role-6951,user-517
role-6951,user-698
role-6951,user-927
role-6951,user-6265
role-6951,user-3867
role-6951,user-812
role-6951,user-3871
role-6951,user-527
role-6951,user-1297
role-6951,user-1337
role-6951,user-3550
role-6951,user-3612
role-6951,user-3857
role-6951,user-417
role-6951,user-1262
role-6951,user-2594
role-6951,user-436
role-6951,user-3886
role-6951,user-3270
role-6951,user-3876
role-6951,user-1662
role-6951,user-835
role-6951,user-608
role-6951,user-4790
role-6951,user-3816
role-6951,user-384
role-6951,user-4127
role-6951,user-2253
role-6951,user-1442
role-6951,user-4093
role-6951,user-5115
role-6951,user-1235
role-6951,user-233
role-6951,user-493
role-6951,user-3705
role-6951,user-421
role-6951,user-1790
role-6951,user-2478
role-6951,user-1788
role-6951,user-2320
role-6951,user-3079
role-6951,user-1898
role-6951,user-2756
role-6951,user-5359
role-6951,user-1977
role-6951,user-304
role-6951,user-5854
role-6951,user-4357
role-6951,user-4724
role-6951,user-4088
role-6951,user-2214
role-6951,user-3986
role-6951,user-575
role-6951,user-687
role-6951,user-2646
role-6951,user-3239
role-6951,user-2672
role-6951,user-1000
role-6951,user-22
role-6951,user-1278
role-6951,user-1349
role-6951,user-567
role-6951,user-4085
role-6951,user-4963
role-6951,user-777
role-6952,user-3732
role-6952,#N/A
role-6952,user-6307
role-6952,user-6336
role-6952,user-6346
role-6952,user-6290
role-6952,user-6343
role-6952,user-6303
role-6952,user-6328
role-6952,user-6117
role-6952,user-6125
role-6952,user-6094
role-6952,user-5926
role-6952,user-6217
role-6952,user-6096
role-6952,user-6091
role-6952,user-5783
role-6952,user-5846
role-6952,user-5650
role-6952,user-5793
role-6952,user-3297
role-6952,user-591
role-6952,user-1960
role-6952,user-2321
role-6952,user-5120
role-6952,user-2888
role-6952,user-1869
role-6952,user-3640
role-6952,user-1518
role-6952,user-232
role-6952,user-3436
role-6952,user-3194
role-6952,user-794
role-6952,user-2455
role-6952,user-1400
role-6952,user-1753
role-6952,user-280
role-6952,user-1451
role-6952,user-1249
role-6952,user-2461
role-6952,user-2223
role-6952,user-4218
role-6952,user-4893
role-6952,user-698
role-6952,user-2632
role-6952,user-2182
role-6952,user-927
role-6952,user-231
role-6952,user-888
role-6952,user-3867
role-6952,user-4204
role-6952,user-1584
role-6952,user-1049
role-6952,user-2778
role-6952,user-4139
role-6952,user-3069
role-6952,user-1593
role-6952,user-5522
role-6952,user-4801
role-6952,user-281
role-6952,user-1337
role-6952,user-180
role-6952,user-4349
role-6952,user-167
role-6952,user-1185
role-6952,user-2011
role-6952,user-3550
role-6952,user-3612
role-6953,user-4787
role-6953,#N/A
role-6953,user-6336
role-6953,user-6343
role-6953,user-6303
role-6953,user-6328
role-6953,user-6020
role-6953,user-5926
role-6953,user-6096
role-6953,user-5650
role-6953,user-1960
role-6953,user-1869
role-6953,user-1502
role-6953,user-1518
role-6953,user-2461
role-6953,user-2182
role-6953,user-1584
role-6953,user-3871
role-6953,user-4215
role-6953,user-265
role-6953,user-970
role-6953,user-527
role-6953,user-3302
role-6953,user-3257
role-6953,user-543
role-6953,user-281
role-6953,user-6075
role-6953,user-24
role-6953,user-132
role-6953,user-5742
role-6953,user-4962
role-6953,user-3612
role-6953,user-3857
role-6953,user-4792
role-6953,user-1262
role-6953,user-2594
role-6953,user-4325
role-6953,user-3725
role-6953,user-4202
role-6953,user-2842
role-6953,user-3270
role-6953,user-1662
role-6953,user-3616
role-6953,user-1264
role-6953,user-2200
role-6953,user-4127
role-6953,user-4852
role-6953,user-5115
role-6953,user-493
role-6953,user-4263
role-6953,user-3705
role-6953,user-4553
role-6953,user-5464
role-6953,user-314
role-6953,user-3789
role-6953,user-3933
role-6953,user-1790
role-6953,user-2756
role-6953,user-2644
role-6953,user-3700
role-6953,user-4052
role-6953,user-4135
role-6953,user-304
role-6953,user-4357
role-6953,user-2816
role-6953,user-3722
role-6953,user-687
role-6953,user-2420
role-6953,user-3239
role-6953,user-2436
role-6953,user-2672
role-6953,user-5492
role-6953,user-1000
role-6953,user-4748
role-6953,user-4191
role-6953,user-4090
role-6953,user-3227
role-6953,user-4284
role-6953,user-4085
role-6953,user-3731
role-6953,user-2706
role-6953,user-4675
role-6953,user-4463
role-6953,user-1578
role-6953,user-3584
role-6953,user-2960
role-6954,user-4085
role-6954,#N/A
role-6954,user-6336
role-6954,user-6328
role-6954,user-6125
role-6954,user-6304
role-6954,user-6146
role-6954,user-6068
role-6954,user-5840
role-6954,user-7184
role-6954,user-5846
role-6954,user-3297
role-6954,user-283
role-6954,user-1703
role-6954,user-5120
role-6954,user-810
role-6954,user-698
role-6954,user-1108
role-6954,user-2632
role-6954,user-927
role-6954,user-1078
role-6954,user-3871
role-6954,user-4786
role-6954,user-1297
role-6954,user-3069
role-6954,user-2594
role-6954,user-913
role-6954,user-3876
role-6954,user-1662
role-6954,user-608
role-6954,user-1264
role-6954,user-384
role-6954,user-4825
role-6954,user-1235
role-6954,user-233
role-6954,user-3705
role-6954,user-532
role-6954,user-1788
role-6954,user-2311
role-6954,user-3079
role-6954,user-3380
role-6954,user-5359
role-6954,user-1921
role-6954,user-2724
role-6954,user-7098
role-6954,user-304
role-6954,user-1010
role-6954,user-4357
role-6954,user-4724
role-6954,user-2816
role-6954,user-3722
role-6954,user-687
role-6954,user-2420
role-6954,user-2672
role-6954,user-567
role-6954,user-1158
role-6955,user-3316
role-6955,#N/A
role-6955,user-6307
role-6955,user-6336
role-6955,user-6345
role-6955,user-6346
role-6955,user-6290
role-6955,user-6343
role-6955,user-6328
role-6955,user-6280
role-6955,user-6125
role-6955,user-6304
role-6955,user-6094
role-6955,user-6200
role-6955,user-5840
role-6955,user-6217
role-6955,user-6083
role-6955,user-7184
role-6955,user-6106
role-6955,user-5800
role-6955,user-6091
role-6955,user-5783
role-6955,user-5846
role-6955,user-5649
role-6955,user-5793
role-6955,user-3297
role-6955,user-3998
role-6955,user-591
role-6955,user-1703
role-6955,user-2321
role-6955,user-232
role-6955,user-2455
role-6955,user-1400
role-6955,user-1753
role-6955,user-280
role-6955,user-1451
role-6955,user-1249
role-6955,user-810
role-6955,user-2223
role-6955,user-698
role-6955,user-1108
role-6955,user-2632
role-6955,user-2182
role-6955,user-2377
role-6955,user-5515
role-6955,user-888
role-6955,user-5012
role-6955,user-675
role-6955,user-1078
role-6955,user-2942
role-6955,user-3867
role-6955,user-5828
role-6955,user-2778
role-6955,user-4139
role-6955,user-527
role-6955,user-1297
role-6956,user-4787
role-6956,#N/A
role-6956,user-6307
role-6956,user-6336
role-6956,user-6345
role-6956,user-6343
role-6956,user-6328
role-6956,user-6125
role-6956,user-6200
role-6956,user-6020
role-6956,user-6146
role-6956,user-6068
role-6956,user-5840
role-6956,user-6217
role-6956,user-6083
role-6956,user-6106
role-6956,user-6091
role-6956,user-5846
role-6956,user-5649
role-6956,user-4228
role-6956,user-283
role-6956,user-1703
role-6956,user-1869
role-6956,user-1148
role-6956,user-810
role-6956,user-1333
role-6956,user-2461
role-6956,user-4893
role-6956,user-1108
role-6956,user-5515
role-6956,user-5012
role-6956,user-2942
role-6956,user-3776
role-6956,user-4215
role-6956,user-265
role-6956,user-970
role-6956,user-4671
role-6956,user-1297
role-6956,user-3069
role-6956,user-3440
role-6956,user-3302
role-6956,user-3257
role-6956,user-6075
role-6956,user-1337
role-6956,user-24
role-6956,user-132
role-6956,user-5742
role-6956,user-4962
role-6956,user-295
role-6956,user-3612
role-6956,user-4792
role-6956,user-2594
role-6956,user-4325
role-6956,user-2842
role-6956,user-3679
role-6956,user-1662
role-6956,user-3616
role-6956,user-2974
role-6956,user-4790
role-6956,user-5574
role-6956,user-1264
role-6956,user-2200
role-6956,user-4127
role-6956,user-4852
role-6956,user-4833
role-6956,user-669
role-6956,user-5115
role-6956,user-493
role-6956,user-3705
role-6956,user-4553
role-6956,user-5464
role-6956,user-4941
role-6956,user-3789
role-6956,user-2050
role-6956,user-1947
role-6956,user-1788
role-6957,user-1788
role-6957,user-1386
role-6958,#N/A
role-6958,user-6200
role-6958,user-6106
role-6958,user-5783
role-6958,user-5846
role-6958,user-4653
role-6958,user-2632
role-6958,user-3776
role-6958,user-970
role-6958,user-527
role-6958,user-1185
role-6958,user-3550
role-6958,user-1331
role-6958,user-3270
role-6958,user-4729
role-6958,user-1264
role-6958,user-1442
role-6958,user-5115
role-6958,user-493
role-6958,user-3499
role-6958,user-304
role-6958,user-2672
role-6958,user-1000
role-6959,user-2706
role-6959,#N/A
role-6959,user-6328
role-6959,user-6280
role-6959,user-6099
role-6959,user-6338
role-6959,user-6020
role-6959,user-5921
role-6959,user-6068
role-6959,user-5862
role-6959,user-5926
role-6959,user-5875
role-6959,user-5968
role-6959,user-5951
role-6959,user-6039
role-6959,user-5748
role-6959,user-6217
role-6959,user-6083
role-6959,user-6096
role-6959,user-7184
role-6959,user-6091
role-6959,user-6044
role-6959,user-5912
role-6959,user-4228
role-6959,user-3384
role-6959,user-1508
role-6959,user-2953
role-6959,user-1089
role-6959,user-3142
role-6959,user-1703
role-6959,user-1879
role-6959,user-6329
role-6959,user-2982
role-6959,user-1011
role-6959,user-1028
role-6959,user-1125
role-6959,user-751
role-6959,user-766
role-6959,user-23
role-6959,user-3730
role-6959,user-1612
role-6959,user-3436
role-6959,user-1505
role-6959,user-747
role-6959,user-794
role-6959,user-3734
role-6959,user-2237
role-6959,user-810
role-6959,user-2461
role-6959,user-4501
role-6959,user-2737
role-6959,user-1091
role-6959,user-4218
role-6959,user-4893
role-6959,user-6440
role-6959,user-698
role-6959,user-1108
role-6959,user-2632
role-6959,user-4755
role-6959,user-927
role-6959,user-2377
role-6959,user-5515
role-6959,user-5012
role-6959,user-6733
role-6959,user-238
role-6960,user-3896
role-6960,#N/A
role-6960,user-6346
role-6960,user-6338
role-6960,user-6020
role-6960,user-5862
role-6960,user-5875
role-6960,user-7184
role-6960,user-443
role-6960,user-2953
role-6960,user-3998
role-6960,user-1879
role-6960,user-1960
role-6960,user-2321
role-6960,user-6329
role-6960,user-1125
role-6960,user-3640
role-6960,user-3436
role-6960,user-1400
role-6960,user-1753
role-6960,user-280
role-6960,user-1249
role-6960,user-2461
role-6960,user-2223
role-6960,user-698
role-6960,user-2632
role-6960,user-6733
role-6960,user-2726
role-6960,user-3867
role-6960,user-1049
role-6960,user-5400
role-6960,user-3871
role-6960,user-4316
role-6960,user-3344
role-6960,user-388
role-6960,user-5522
role-6960,user-3027
role-6960,user-3302
role-6960,user-168
role-6960,user-4801
role-6960,user-1337
role-6960,user-1207
role-6960,user-4432
role-6960,user-3049
role-6960,user-3978
role-6960,user-3725
role-6960,user-2842
role-6960,user-2199
role-6960,user-3679
role-6960,user-3949
role-6960,user-1826
role-6960,user-4263
role-6960,user-3705
role-6960,user-2050
role-6960,user-3706
role-6960,user-3079
role-6960,user-2756
role-6960,user-5359
role-6960,user-2042
role-6960,user-2163
role-6960,user-4905
role-6960,user-4609
role-6960,user-4135
role-6960,user-4357
role-6960,user-1644
role-6960,user-3875
role-6960,user-5016
role-6960,user-5492
role-6960,user-5345
role-6960,user-2840
role-6960,user-953
role-6960,user-4191
role-6960,user-1650
role-6960,user-3058
role-6960,user-909
role-6961,user-2960
role-6961,#N/A
role-6961,user-6280
role-6961,user-6020
role-6961,user-6068
role-6961,user-6217
role-6961,user-6096
role-6961,user-6091
role-6961,user-4228
role-6961,user-1960
role-6961,user-6329
role-6961,user-1125
role-6961,user-2461
role-6961,user-4501
role-6961,user-4218
role-6961,user-4893
role-6961,user-6440
role-6961,user-698
role-6961,user-4500
role-6961,user-2377
role-6961,user-5515
role-6961,user-5012
role-6961,user-642
role-6961,user-675
role-6961,user-993
role-6961,user-1049
role-6961,user-365
role-6961,user-4786
role-6961,user-265
role-6961,user-970
role-6961,user-4139
role-6961,user-388
role-6961,user-1758
role-6961,user-1593
role-6961,user-5522
role-6961,user-2355
role-6961,user-3302
role-6961,user-3257
role-6961,user-168
role-6961,user-4801
role-6961,user-6075
role-6961,user-2051
role-6961,user-24
role-6961,user-1207
role-6961,user-167
role-6961,user-1032
role-6961,user-1623
role-6961,user-5742
role-6961,user-4962
role-6961,user-2693
role-6961,user-4792
role-6961,user-5927
role-6961,user-820
role-6961,user-3978
role-6961,user-4890
role-6961,user-2281
role-6961,user-3725
role-6961,user-2842
role-6961,user-368
role-6961,user-3679
role-6961,user-5004
role-6961,user-2408
role-6961,user-5565
role-6961,user-5574
role-6961,user-2200
role-6961,user-4127
role-6961,user-4852
role-6961,user-4263
role-6961,user-4553
role-6961,user-5241
role-6961,user-1947
role-6961,user-2644
role-6961,user-3700
role-6961,user-1810
role-6961,user-3013
role-6961,user-4135
role-6961,user-4839
role-6961,user-2816
role-6961,user-665
role-6961,user-2369
role-6961,user-687
role-6961,user-2436
role-6962,user-3313
role-6962,#N/A
role-6962,user-6280
role-6962,user-6304
role-6962,user-5926
role-6962,user-6096
role-6962,user-5912
role-6962,user-5727
role-6962,user-4228
role-6962,user-1508
role-6962,user-1089
role-6962,user-1703
role-6962,user-6329
role-6962,user-766
role-6962,user-794
role-6962,user-3734
role-6962,user-4893
role-6962,user-1108
role-6962,user-675
role-6962,user-1177
role-6962,user-3769
role-6962,user-265
role-6962,user-2084
role-6962,user-388
role-6962,user-1758
role-6962,user-1593
role-6962,user-5522
role-6962,user-3257
role-6962,user-4962
role-6962,user-2197
role-6962,user-436
role-6962,user-3046
role-6962,user-551
role-6962,user-1055
role-6962,user-2700
role-6962,user-478
role-6962,user-4127
role-6962,user-279
role-6962,user-2246
role-6962,user-2050
role-6962,user-1788
role-6962,user-3041
role-6962,user-2184
role-6962,user-2640
role-6962,user-5396
role-6962,user-284
role-6962,user-1231
role-6962,user-242
role-6962,user-4748
role-6962,user-953
role-6962,user-1760
role-6962,user-4141
role-6962,user-4963
role-6962,user-2706
role-6963,user-2706
role-6963,#N/A
role-6963,user-6346
role-6963,user-6020
role-6963,user-5926
role-6963,user-6096
role-6963,user-5793
role-6963,user-1508
role-6963,user-2953
role-6963,user-1089
role-6963,user-3998
role-6963,user-2321
role-6963,user-3436
role-6963,user-1505
role-6963,user-3734
role-6963,user-1400
role-6963,user-2553
role-6963,user-1753
role-6963,user-280
role-6963,user-1249
role-6963,user-2223
role-6963,user-698
role-6963,user-1108
role-6963,user-238
role-6963,user-3867
role-6963,user-1177
role-6963,user-1049
role-6963,user-3871
role-6963,user-388
role-6963,user-1593
role-6963,user-5522
role-6963,user-2355
role-6963,user-3302
role-6963,user-3257
role-6963,user-3008
role-6963,user-4801
role-6963,user-1623
role-6963,user-4962
role-6963,user-2842
role-6963,user-2199
role-6963,user-551
role-6963,user-3949
role-6963,user-478
role-6963,user-279
role-6963,user-990
role-6963,user-3705
role-6963,user-3079
role-6963,user-4159
role-6963,user-4720
role-6963,user-5359
role-6963,user-1231
role-6963,user-4748
role-6963,user-953
role-6963,user-1760
role-6963,user-909
role-6963,user-4085
role-6963,user-1989
role-6963,user-154
role-6963,user-1383
role-6964,user-2706
role-6964,#N/A
role-6964,user-6020
role-6964,user-5926
role-6964,user-6096
role-6964,user-6091
role-6964,user-1508
role-6964,user-1089
role-6964,user-3734
role-6964,user-2553
role-6964,user-4893
role-6964,user-1108
role-6964,user-4500
role-6964,user-238
role-6964,user-1177
role-6964,user-3769
role-6964,user-577
role-6964,user-4139
role-6964,user-388
role-6964,user-1593
role-6964,user-5522
role-6964,user-3302
role-6964,user-3257
role-6964,user-3008
role-6964,user-4801
role-6964,user-4962
role-6964,user-2842
role-6964,user-3046
role-6964,user-551
role-6964,user-682
role-6964,user-478
role-6964,user-1582
role-6964,user-279
role-6964,user-1231
role-6964,user-4748
role-6964,user-4515
role-6964,user-953
role-6964,user-4191
role-6964,user-1760
role-6965,user-687
role-6965,user-1332
role-6966,user-1383
role-6966,#N/A
role-6966,user-5793
role-6966,user-610
role-6966,user-1078
role-6966,user-527
role-6966,user-3295
role-6966,user-903
role-6966,user-2951
role-6966,user-493
role-6966,user-314
role-6966,user-3722
role-6966,user-687
role-6966,user-4748
role-6966,user-154
role-6967,user-240
role-6967,#N/A
role-6967,user-6343
role-6967,user-6328
role-6967,user-5650
role-6967,user-5770
role-6967,user-281
role-6967,user-3831
role-6967,user-1262
role-6967,user-3270
role-6967,user-1386
role-6967,user-5388
role-6967,user-1790
role-6967,user-1788
role-6967,user-2320
role-6967,user-1921
role-6967,user-2870
role-6968,user-2706
role-6968,#N/A
role-6968,user-6343
role-6968,user-6303
role-6968,user-6117
role-6968,user-5926
role-6968,user-6217
role-6968,user-5650
role-6968,user-5770
role-6968,user-591
role-6968,user-2321
role-6968,user-2888
role-6968,user-3640
role-6968,user-1518
role-6968,user-1400
role-6968,user-1753
role-6968,user-280
role-6968,user-1249
role-6968,user-2223
role-6968,user-4218
role-6968,user-4893
role-6968,user-927
role-6968,user-4204
role-6968,user-1584
role-6968,user-3871
role-6968,user-281
role-6968,user-4349
role-6968,user-1185
role-6968,user-5742
role-6968,user-3550
role-6968,user-3612
role-6968,user-4792
role-6968,user-3978
role-6968,user-1331
role-6968,user-417
role-6968,user-1262
role-6968,user-2594
role-6968,user-436
role-6968,user-4202
role-6968,user-2199
role-6968,user-3270
role-6968,user-1662
role-6968,user-608
role-6968,user-903
role-6968,user-384
role-6968,user-2200
role-6968,user-4127
role-6968,user-1826
role-6968,user-4852
role-6968,user-1442
role-6968,user-5388
role-6968,user-233
role-6968,user-493
role-6968,user-3705
role-6968,user-421
role-6968,user-1790
role-6968,user-3700
role-6968,user-1977
role-6968,user-2743
role-6968,user-4523
role-6968,user-4724
role-6968,user-1332
role-6968,user-3239
role-6968,user-2870
role-6969,user-4085
role-6969,user-6328
role-6969,#N/A
role-6969,user-5862
role-6969,user-5834
role-6969,user-5846
role-6969,user-591
role-6969,user-3640
role-6969,user-1451
role-6969,user-2223
role-6969,user-3867
role-6969,user-3375
role-6969,user-3831
role-6969,user-1331
role-6969,user-4202
role-6969,user-3270
role-6969,user-2922
role-6969,user-1826
role-6969,user-5388
role-6969,user-493
role-6969,user-4263
role-6969,user-5359
role-6969,user-3499
role-6969,user-2743
role-6969,user-5492
role-6970,user-1507
role-6970,#N/A
role-6970,user-5862
role-6970,user-5834
role-6970,user-5783
role-6970,user-5846
role-6970,user-591
role-6970,user-3640
role-6970,user-2455
role-6970,user-3867
role-6970,user-527
role-6970,user-3375
role-6970,user-281
role-6970,user-3831
role-6970,user-1331
role-6970,user-4202
role-6970,user-3270
role-6970,user-2922
role-6970,user-1826
role-6970,user-5388
role-6970,user-493
role-6970,user-4263
role-6970,user-5359
role-6970,user-3499
role-6970,user-1977
role-6970,user-2743
role-6970,user-4724
role-6970,user-1332
role-6970,user-3239
role-6970,user-5492
role-6970,user-2870
role-6971,user-2993
role-6971,#N/A
role-6972,user-3045
role-6972,user-2105
role-6972,user-3249
role-6972,user-1804
role-6973,user-5323
role-6974,user-3675
role-6974,#N/A
role-6974,user-6307
role-6974,user-6346
role-6974,user-6290
role-6974,user-6243
role-6974,user-6173
role-6974,user-6176
role-6974,user-6125
role-6974,user-6090
role-6974,user-6087
role-6974,user-6275
role-6974,user-6020
role-6974,user-5997
role-6974,user-6055
role-6974,user-5780
role-6974,user-6091
role-6974,user-5665
role-6974,user-4602
role-6974,user-4187
role-6974,user-443
role-6974,user-3970
role-6974,user-3641
role-6974,user-1172
role-6974,user-906
role-6974,user-3340
role-6974,user-5357
role-6974,user-2574
role-6974,user-1089
role-6974,user-3142
role-6974,user-3998
role-6974,user-591
role-6974,user-4950
role-6974,user-3594
role-6974,user-1639
role-6974,user-1600
role-6974,user-3399
role-6974,user-4923
role-6974,user-1922
role-6974,user-2561
role-6974,user-32
role-6974,user-438
role-6974,user-686
role-6975,user-2506
role-6975,#N/A
role-6975,user-6208
role-6975,user-5899
role-6975,user-6320
role-6975,user-6024
role-6975,user-5882
role-6975,user-6172
role-6975,user-2410
role-6975,user-3114
role-6975,user-2139
role-6975,user-6169
role-6975,user-3908
role-6975,user-3448
role-6975,user-1092
role-6975,user-3497
role-6975,user-3916
role-6975,user-5620
role-6975,user-5887
role-6975,user-4200
role-6975,user-4455
role-6975,user-3474
role-6975,user-1896
role-6975,user-2325
role-6975,user-2170
role-6975,user-4908
role-6975,user-5868
role-6975,user-4669
role-6975,user-2801
role-6975,user-24
role-6975,user-2972
role-6975,user-5801
role-6975,user-3662
role-6975,user-5699
role-6975,user-2016
role-6975,user-3403
role-6975,user-312
role-6975,user-3592
role-6975,user-3325
role-6975,user-909
role-6975,user-2005
role-6976,user-341
role-6976,user-3730
role-6976,user-1598
role-6977,user-4001
role-6977,user-6213
role-6977,#N/A
role-6977,user-5929
role-6977,user-5973
role-6977,user-2391
role-6977,user-6327
role-6977,user-1751
role-6977,user-675
role-6977,user-1263
role-6977,user-2130
role-6977,user-4217
role-6977,user-3240
role-6977,user-370
role-6978,user-3716
role-6978,#N/A
role-6978,user-6345
role-6978,user-6343
role-6978,user-6099
role-6978,user-5967
role-6978,user-5862
role-6978,user-5878
role-6978,user-5834
role-6978,user-5840
role-6978,user-5968
role-6978,user-5748
role-6978,user-6051
role-6978,user-5813
role-6978,user-5652
role-6978,user-5649
role-6978,user-1028
role-6978,user-465
role-6978,user-5393
role-6978,user-517
role-6978,user-3436
role-6978,user-4653
role-6978,user-4084
role-6978,user-1049
role-6978,user-918
role-6978,user-3375
role-6978,user-3008
role-6978,user-3295
role-6978,user-5742
role-6978,user-3831
role-6978,user-2702
role-6978,user-412
role-6978,user-2517
role-6978,user-1662
role-6978,user-2700
role-6978,user-1442
role-6978,user-3444
role-6978,user-1628
role-6978,user-902
role-6978,user-2311
role-6978,user-2878
role-6978,user-5396
role-6978,user-3722
role-6978,user-1231
role-6978,user-1521
role-6978,user-2420
role-6978,user-240
role-6978,user-318
role-6978,user-4748
role-6978,user-1158
role-6978,user-1760
role-6978,user-1928
role-6978,user-3737
role-6979,user-3716
role-6979,#N/A
role-6979,user-6099
role-6979,user-5967
role-6979,user-5862
role-6979,user-5878
role-6979,user-5968
role-6979,user-5748
role-6979,user-6051
role-6979,user-5813
role-6979,user-1028
role-6979,user-465
role-6979,user-517
role-6979,user-4653
role-6979,user-4084
role-6979,user-918
role-6979,user-3375
role-6979,user-3295
role-6979,user-3831
role-6979,user-2702
role-6979,user-2517
role-6979,user-2700
role-6979,user-1231
role-6979,user-2420
role-6979,user-318
role-6979,user-4748
role-6980,user-3716
role-6980,#N/A
role-6980,user-6099
role-6980,user-5967
role-6980,user-5862
role-6980,user-5878
role-6980,user-5968
role-6980,user-5748
role-6980,user-6051
role-6980,user-5813
role-6980,user-1028
role-6980,user-3436
role-6980,user-4653
role-6980,user-4084
role-6980,user-918
role-6980,user-3375
role-6980,user-3295
role-6980,user-3831
role-6980,user-2702
role-6980,user-2517
role-6980,user-2700
role-6980,user-318
role-6980,user-4748
role-6980,user-1928
role-6981,user-3716
role-6981,#N/A
role-6981,user-6099
role-6981,user-5967
role-6981,user-5862
role-6981,user-5878
role-6981,user-5968
role-6981,user-5748
role-6981,user-6051
role-6981,user-5813
role-6981,user-1028
role-6981,user-4653
role-6981,user-4084
role-6981,user-918
role-6981,user-3375
role-6981,user-3295
role-6981,user-3831
role-6981,user-2702
role-6981,user-2700
role-6981,user-318
role-6981,user-4748
role-6982,user-3737
role-6982,user-6099
role-6982,user-5967
role-6982,user-5862
role-6982,user-5968
role-6982,user-5748
role-6982,#N/A
role-6982,user-1028
role-6982,user-3436
role-6982,user-4084
role-6982,user-1049
role-6982,user-5522
role-6982,user-2700
role-6982,user-4720
role-6982,user-5396
role-6982,user-1231
role-6982,user-2420
role-6982,user-4748
role-6982,user-1760
role-6983,user-4748
role-6983,user-6099
role-6983,user-5967
role-6983,user-5968
role-6983,user-5748
role-6983,user-1028
role-6983,user-4084
role-6983,user-2700
role-6983,user-1231
role-6983,user-2420
role-6984,user-4748
role-6984,user-6099
role-6984,user-5967
role-6984,user-5968
role-6984,user-5748
role-6984,user-1028
role-6984,user-4084
role-6984,user-2700
role-6984,user-1231
role-6985,user-4748
role-6985,user-6099
role-6985,user-5967
role-6985,user-5968
role-6985,user-5748
role-6985,user-1028
role-6985,user-4084
role-6985,user-2700
role-6985,user-1231
role-6986,#N/A
role-6987,#N/A
role-6988,#N/A
role-6988,user-6313
role-6988,user-1562
role-6989,user-4141
role-6989,#N/A
role-6989,user-6280
role-6989,user-3730
role-6989,user-4385
role-6989,user-675
role-6989,user-3957
role-6989,user-2141
role-6989,user-2114
role-6989,user-88
role-6989,user-1231
role-6989,user-2531
role-6989,user-4393
role-6990,user-2531
role-6990,user-1380
role-6990,user-1231
role-6991,user-4549
role-6991,#N/A
role-6991,user-6277
role-6991,user-6355
role-6991,user-5962
role-6991,user-6363
role-6991,user-5847
role-6991,user-6114
role-6991,user-5198
role-6991,user-4533
role-6991,user-5357
role-6991,user-2574
role-6991,user-4950
role-6991,user-3399
role-6991,user-4923
role-6991,user-619
role-6991,user-1048
role-6991,user-766
role-6991,user-696
role-6991,user-3730
role-6991,user-3436
role-6991,user-1655
role-6991,user-1598
role-6991,user-3956
role-6991,user-5199
role-6991,user-3581
role-6991,user-2749
role-6991,user-4385
role-6991,user-2377
role-6991,user-3602
role-6991,user-2975
role-6991,user-317
role-6991,user-2738
role-6991,user-4892
role-6991,user-1184
role-6991,user-993
role-6991,user-1049
role-6991,user-128
role-6991,user-3344
role-6991,user-3440
role-6991,user-2355
role-6991,user-3257
role-6991,user-414
role-6991,user-4092
role-6991,user-2129
role-6991,user-975
role-6991,user-191
role-6991,user-3131
role-6991,user-2897
role-6991,user-25
role-6991,user-3429
role-6991,user-5927
role-6991,user-6019
role-6991,user-2585
role-6991,user-3379
role-6991,user-1453
role-6991,user-1495
role-6991,user-3679
role-6991,user-1055
role-6991,user-1906
role-6991,user-608
role-6991,user-879
role-6991,user-2168
